City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Dust,AQI,US_AQI,Temperature_C,Humidity_Pct,Pressure_hPa,Wind_Speed_kmh,Wind_Dir_Deg,Precipitation_mm,AQI_Bucket
Bengaluru,India,2022-08-14,10.079166666666667,15.358333333333334,14.429166666666667,3.0124999999999997,0.22241666666666668,31.25,2.5416666666666665,54.92,52.0,22.175,78.875,910.3874999999999,15.058333333333332,267.0,0.0,Satisfactory
Bengaluru,India,2022-08-15,13.1,20.087500000000002,20.191666666666666,3.6374999999999997,0.2976666666666667,30.291666666666668,3.8333333333333335,60.31,57.0,22.537499999999998,78.08333333333333,910.7458333333334,10.954166666666666,263.75,0.0,Satisfactory
Bengaluru,India,2022-08-16,22.974999999999998,35.55416666666667,23.724999999999998,6.258333333333333,0.4749583333333333,34.458333333333336,6.958333333333333,90.2,74.0,23.15833333333333,77.16666666666667,910.6374999999999,7.391666666666667,228.83333333333334,0.4,Satisfactory
Bengaluru,India,2022-08-17,17.908333333333335,28.212500000000002,19.291666666666668,4.3875,0.35483333333333333,33.916666666666664,7.0,80.4,78.0,23.474999999999998,76.45833333333333,910.6166666666667,9.0,297.7916666666667,0.1,Satisfactory
Bengaluru,India,2022-08-18,13.174999999999999,22.204166666666666,13.266666666666666,3.4375,0.228375,36.375,9.416666666666666,76.48,67.0,23.383333333333336,78.45833333333333,910.3625000000001,11.549999999999999,297.25,0.9,Satisfactory
Bengaluru,India,2022-08-19,11.208333333333334,17.866666666666667,12.512500000000001,3.0666666666666664,0.215,33.708333333333336,4.916666666666667,69.62,58.0,23.020833333333332,78.70833333333333,910.4208333333332,13.916666666666666,297.2916666666667,0.30000000000000004,Satisfactory
Bengaluru,India,2022-08-20,9.020833333333334,14.475,10.308333333333334,3.079166666666667,0.18600000000000003,33.666666666666664,4.041666666666667,60.8,54.0,23.0,78.625,910.1291666666666,13.137500000000001,280.4583333333333,0.30000000000000004,Satisfactory
Bengaluru,India,2022-08-21,7.295833333333333,10.674999999999999,10.079166666666667,2.891666666666667,0.17720833333333333,28.833333333333332,0.7083333333333334,49.0,50.0,22.2,85.58333333333333,909.4375,14.145833333333334,269.2083333333333,3.6,Good
Bengaluru,India,2022-08-22,6.104166666666667,8.991666666666667,8.875,2.6916666666666664,0.16237500000000002,32.125,0.625,52.96,41.0,22.125,84.375,909.1291666666666,16.5625,264.2083333333333,4.4,Satisfactory
Bengaluru,India,2022-08-23,7.05,10.383333333333333,11.295833333333334,2.9875000000000003,0.18908333333333335,33.333333333333336,0.75,51.98,39.0,22.09166666666667,84.95833333333333,909.9208333333332,15.095833333333333,267.7916666666667,3.2,Satisfactory
Bengaluru,India,2022-08-24,9.2125,13.733333333333334,14.504166666666668,2.829166666666667,0.224375,29.208333333333332,1.7083333333333333,49.0,50.0,21.349999999999998,87.5,910.7083333333334,12.733333333333334,286.75,8.0,Good
Bengaluru,India,2022-08-25,9.579166666666667,14.520833333333334,13.725,2.5541666666666667,0.22029166666666666,35.708333333333336,2.2916666666666665,61.78,51.0,21.787499999999998,86.58333333333333,909.4458333333333,12.049999999999999,296.7083333333333,10.8,Satisfactory
Bengaluru,India,2022-08-26,14.804166666666667,22.5625,21.34583333333333,3.3083333333333336,0.349875,31.416666666666668,4.166666666666667,62.76,61.0,21.829166666666666,87.625,909.1291666666666,10.208333333333334,282.0,20.1,Satisfactory
Bengaluru,India,2022-08-27,12.183333333333332,17.6375,16.7625,3.3083333333333336,0.27529166666666666,42.625,0.5833333333333334,87.25999999999999,63.0,21.695833333333336,88.08333333333333,909.1750000000001,11.049999999999999,299.3333333333333,16.0,Satisfactory
Bengaluru,India,2022-08-28,16.0125,23.84583333333333,23.208333333333332,3.6999999999999997,0.353,35.75,2.125,72.56,62.0,22.087500000000002,86.41666666666667,908.7166666666667,9.791666666666666,264.5833333333333,3.5,Satisfactory
Bengaluru,India,2022-08-29,22.087500000000002,31.95,27.3,4.091666666666667,0.42970833333333336,45.541666666666664,1.0833333333333333,88.24000000000001,75.0,22.245833333333334,87.04166666666667,909.5500000000001,6.4375,156.625,19.0,Satisfactory
Bengaluru,India,2022-08-30,19.520833333333332,28.116666666666664,19.537499999999998,4.495833333333334,0.3365,62.208333333333336,0.375,119.92647058823529,80.0,22.712500000000002,84.58333333333333,909.625,8.479166666666666,108.79166666666667,7.6,Moderate
Bengaluru,India,2022-08-31,20.879166666666666,30.191666666666666,21.816666666666666,6.929166666666667,0.341375,46.875,0.0,88.24000000000001,71.0,22.354166666666668,86.58333333333333,909.3625000000001,7.3374999999999995,140.625,5.2,Satisfactory
Bengaluru,India,2022-09-01,32.9625,47.43333333333334,31.704166666666666,8.016666666666667,0.5420833333333334,37.916666666666664,0.0,103.91176470588235,95.0,21.84583333333333,89.04166666666667,909.1374999999999,6.4375,113.08333333333333,12.5,Moderate
Bengaluru,India,2022-09-02,23.566666666666666,33.733333333333334,27.47083333333333,7.6499999999999995,0.43245833333333333,54.458333333333336,0.0,121.38235294117646,95.0,22.6875,81.29166666666667,909.8583333333332,7.866666666666666,156.125,1.4000000000000001,Moderate
Bengaluru,India,2022-09-03,24.558333333333334,35.19166666666667,27.05,6.483333333333333,0.4555,63.291666666666664,0.0,147.58823529411765,85.0,23.145833333333332,83.45833333333333,909.9166666666666,4.5,204.625,1.6,Moderate
Bengaluru,India,2022-09-04,20.5,29.316666666666666,24.15833333333333,4.179166666666666,0.3827083333333334,57.458333333333336,0.0,125.75,79.0,23.108333333333334,84.16666666666667,909.7666666666668,6.558333333333334,265.7083333333333,15.1,Moderate
Bengaluru,India,2022-09-05,18.366666666666667,26.28333333333333,24.2,4.5,0.37975000000000003,62.166666666666664,0.0,130.11764705882354,72.0,22.47083333333333,86.58333333333333,909.0791666666668,6.870833333333334,243.29166666666666,2.5,Moderate
Bengaluru,India,2022-09-06,13.5875,19.45,15.924999999999999,3.704166666666667,0.28875,63.166666666666664,0.0,122.83823529411765,68.0,22.22083333333333,88.25,908.7416666666667,6.791666666666667,235.58333333333334,13.0,Moderate
Bengaluru,India,2022-09-07,7.4125000000000005,10.641666666666667,11.737499999999999,3.2083333333333335,0.21595833333333334,37.916666666666664,0.0,78.44,59.0,21.883333333333336,89.41666666666667,909.2208333333333,13.537500000000001,240.625,9.5,Satisfactory
Bengaluru,India,2022-09-08,6.933333333333334,9.920833333333333,11.770833333333334,2.779166666666667,0.20295833333333332,36.083333333333336,0.0,71.58,41.0,21.029166666666665,92.125,908.6041666666666,15.104166666666666,245.33333333333334,5.6000000000000005,Satisfactory
Bengaluru,India,2022-09-09,5.720833333333334,8.174999999999999,8.804166666666667,3.095833333333333,0.18008333333333335,44.125,0.0,66.68,39.0,22.179166666666664,86.75,908.6625,16.5,248.25,3.0,Satisfactory
Bengaluru,India,2022-09-10,4.816666666666666,6.954166666666667,7.670833333333333,2.558333333333333,0.17049999999999998,43.208333333333336,0.0,65.7,32.0,21.870833333333334,87.625,908.5333333333333,19.229166666666668,247.29166666666666,8.9,Satisfactory
Bengaluru,India,2022-09-11,4.875,7.158333333333334,7.220833333333334,2.625,0.16879166666666667,41.583333333333336,0.25,66.68,27.0,22.545833333333334,81.70833333333333,908.1125000000001,22.704166666666666,242.625,2.6,Satisfactory
Bengaluru,India,2022-09-12,5.966666666666666,8.9125,9.075000000000001,2.9291666666666667,0.180625,39.333333333333336,0.7916666666666666,65.7,33.0,22.40416666666667,79.95833333333333,908.6041666666666,21.270833333333332,246.875,0.8,Satisfactory
Bengaluru,India,2022-09-13,8.379166666666666,12.466666666666667,13.458333333333334,3.375,0.224625,34.625,1.0416666666666667,72.56,46.0,22.316666666666666,84.08333333333333,910.5166666666668,16.004166666666666,240.20833333333334,1.2,Satisfactory
Bengaluru,India,2022-09-14,10.858333333333334,15.895833333333334,15.383333333333333,3.3666666666666667,0.240375,32.541666666666664,0.625,65.7,53.0,22.045833333333334,85.41666666666667,912.3874999999999,12.795833333333334,247.5,1.2000000000000002,Satisfactory
Bengaluru,India,2022-09-15,11.174999999999999,17.191666666666666,15.029166666666667,3.283333333333333,0.24625,34.791666666666664,2.5833333333333335,75.5,56.0,21.9375,83.66666666666667,912.5791666666668,13.25,252.66666666666666,0.8,Satisfactory
Bengaluru,India,2022-09-16,11.674999999999999,17.2625,16.837500000000002,3.295833333333333,0.2750416666666667,35.0,1.0,76.48,55.0,22.395833333333332,80.75,910.8375,12.254166666666665,267.7916666666667,0.1,Satisfactory
Bengaluru,India,2022-09-17,11.870833333333332,17.5,16.658333333333335,3.5625,0.283625,38.625,0.6666666666666666,83.34,57.0,22.483333333333334,81.95833333333333,911.0291666666667,11.75,259.4583333333333,0.4,Satisfactory
Bengaluru,India,2022-09-18,12.195833333333333,17.920833333333334,17.566666666666666,3.5375,0.28529166666666667,37.5,0.625,84.32,56.0,22.629166666666666,78.54166666666667,911.4708333333333,10.345833333333333,274.8333333333333,0.4,Satisfactory
Bengaluru,India,2022-09-19,13.445833333333333,20.433333333333334,15.700000000000001,3.275,0.2585,39.208333333333336,2.4166666666666665,80.4,58.0,21.891666666666666,81.0,911.0291666666667,12.7875,274.75,0.4,Satisfactory
